,Index,Descriptor,R2,RMSE,MSE,RPD,MAE,Explained Var
1156,CHOP780101,_dipeptide_composition,0.7720765345386181,2.782716640076202,7.743511898956987,2.094621129873417,2.1590626170504037,0.7739298905868384
632,BIOV880101,_tripeptide_composition,0.7712679520608048,2.554307499796263,6.524486803515438,2.090915541999732,1.9406884933774184,0.7715505760164459
3715,KARS160120,_conjoint_triad,0.7711520507485018,2.776052617210087,7.706468133518974,2.0903859970608583,2.237665528656102,0.7842180777991196
7996,VINM940103,_dipeptide_composition,0.7708652109885428,2.5098008920211154,6.299100517589986,2.0890771744456376,2.0403563927958355,0.7731161601909323
1141,CHOC760104,_dipeptide_composition,0.7708601819735776,2.4889690019070776,6.194966692454313,2.089054249451393,1.9277390320841918,0.799368887797583
1396,CHOP780216,_dipeptide_composition,0.7708033849505902,2.494776127017571,6.223907923936791,2.088795390013437,2.002656358919427,0.7791654472942315
4100,LEVM760107,_geary_autocorrelation,0.7706531598187689,2.8429636448464946,8.082442285918864,2.088111184023395,2.3129931882091808,0.7710151151141671
2405,FUKS010111,_geary_autocorrelation,0.7704949533687384,2.940285050127078,8.645276176000792,2.087391353210743,2.482812933382074,0.7712917329903157
2944,HOPT810101,_moran_autocorrelation,0.7703679693581712,2.857404735080818,8.164761820062278,2.0868141210632776,2.396464186474781,0.7738795130094551
1097,CHOC760101,_tripeptide_composition,0.7702264099147392,2.7472142920150504,7.547186366251755,2.0861711973957155,2.173991545652039,0.7702539759764115
7277,ROBB760104,_tripeptide_composition,0.7701781586237655,2.666918634518725,7.11245500314322,2.085952189191675,2.06493685881642,0.7716744169913935
3433,KARS160101,_pseudo_AAC,0.7700336526165634,2.8005555825373634,7.843111570881192,2.0852967020000364,2.345071308424035,0.7732839806082183
4411,MEEJ810101,_dipeptide_composition,0.7700261441758381,2.531991333811278,6.410980114495414,2.0852626601859643,2.0144461339985575,0.781078040592017
2232,FINA910104,_quasi_seq_order,0.7699990965582924,2.5836961814068737,6.67548595781646,2.0851400453519795,2.0344997746478652,0.7700015606253654
631,BIOV880101,_dipeptide_composition,0.7699966051139203,2.5010371325425953,6.255186738356887,2.085128751987153,1.9973319906843516,0.7707018241835346
5806,PONP800107,_dipeptide_composition,0.76976964370508,2.6694600963620743,7.126017206069415,2.084100737142813,2.091792599884331,0.7867057511862356
3887,KRIW790103,_tripeptide_composition,0.7696935156984428,2.7456960949580096,7.538847045867663,2.0837562580271487,2.248264554686471,0.7699458231526957
3676,KARS160118,_dipeptide_composition,0.7696628930753456,2.8287472589381983,8.001811054950371,2.083617738870708,2.28377137941563,0.781733117120096
6140,QIAN880109,_geary_autocorrelation,0.7695285366412626,2.638664801238282,6.96255193329386,2.0830103138624563,2.034059945798105,0.7724886024261884
7966,VINM940101,_dipeptide_composition,0.7695272776062648,2.626627148430301,6.8991701768710945,2.0830046242814073,2.183915463166075,0.7711263810712404
5360,OOBM850103,_geary_autocorrelation,0.7693911101014838,2.7748694204191935,7.699900300377551,2.0823895581743446,2.2583191904038604,0.7694035531781036
4711,NADH010102,_dipeptide_composition,0.7693229859845958,3.1744329823481094,10.077024759419512,2.082082047203859,2.652099955256042,0.7753941437553107
332,AURR980119,_tripeptide_composition,0.7692773594176723,2.7817477090087954,7.7381203165756824,2.0818761659069738,2.1762793211220925,0.782598965156794
1585,CORJ870106,_conjoint_triad,0.7688387047261787,2.395847044664561,5.740083061427912,2.0798999302345003,1.8513693152536508,0.7691373691211281
6496,QIAN880133,_dipeptide_composition,0.7688326540142977,2.8693888679567525,8.233392475554133,2.07987270978622,2.189681236929742,0.7696212588177573
586,BEGF750103,_dipeptide_composition,0.7685986944531102,2.933029479351411,8.602661926744409,2.0788210105228586,2.411500062647406,0.7693700502438892
3511,KARS160107,_dipeptide_composition,0.7685653612368804,2.7508515693148117,7.5671843564017625,2.0786713002507278,2.0650177779141883,0.7914144736237836
1265,CHOP780207,_geary_autocorrelation,0.7685124937396665,2.8782822128845593,8.284508497007636,2.078433921512415,2.35295500525907,0.7750984726126816
212,AURR980111,_tripeptide_composition,0.7684343331864426,2.4874034182111817,6.187175764928671,2.078083124138616,1.947954693276409,0.7713937866302889
6154,QIAN880110,_moran_autocorrelation,0.7682606568061257,2.6867938538391862,7.218861213028027,2.077304271491383,2.239233814491909,0.7769657021688197
7970,VINM940101,_geary_autocorrelation,0.7682527558250342,2.996333366283755,8.978013641905338,2.0772688603223712,2.3387175815281602,0.7701296861971202
3260,JOND920102,_geary_autocorrelation,0.7682211352195445,2.4854450918579345,6.177437304640696,2.077127159008044,2.118112402119326,0.7734550270529911
8432,ZIMJ680102,_tripeptide_composition,0.7681964776089041,2.8990907192617263,8.404726998509474,2.0770166810603703,2.2957651780035304,0.7695055868185825
3182,JANJ790101,_tripeptide_composition,0.7681766086016588,2.573833311231071,6.624617914002699,2.076927671181937,2.004286455627197,0.7710922441145104
